year,fips_code,state,county_name,population
1991,12109,FL,St. Johns County,87596
1992,12109,FL,St. Johns County,90105
1993,12109,FL,St. Johns County,94460
1994,12109,FL,St. Johns County,98319
1995,12109,FL,St. Johns County,101977
1996,12109,FL,St. Johns County,106757
1997,12109,FL,St. Johns County,111561
1998,12109,FL,St. Johns County,116065
1999,12109,FL,St. Johns County,119685
1990,12111,FL,St. Lucie County,152451
1991,12111,FL,St. Lucie County,157065
1992,12111,FL,St. Lucie County,161013
1993,12111,FL,St. Lucie County,164721
1994,12111,FL,St. Lucie County,168774
1995,12111,FL,St. Lucie County,171207
1996,12111,FL,St. Lucie County,174392
1997,12111,FL,St. Lucie County,177446
1998,12111,FL,St. Lucie County,179360
1999,12111,FL,St. Lucie County,181850
1990,12113,FL,Santa Rosa County,82521
1991,12113,FL,Santa Rosa County,85773
1992,12113,FL,Santa Rosa County,90341
1993,12113,FL,Santa Rosa County,94928
1994,12113,FL,Santa Rosa County,99369
1995,12113,FL,Santa Rosa County,104099
1996,12113,FL,Santa Rosa County,108620
1997,12113,FL,Santa Rosa County,113777
1998,12113,FL,Santa Rosa County,117678
1999,12113,FL,Santa Rosa County,120952
1990,12115,FL,Sarasota County,279317
1991,12115,FL,Sarasota County,284045
1992,12115,FL,Sarasota County,284880
1993,12115,FL,Sarasota County,287527
1994,12115,FL,Sarasota County,291830
1995,12115,FL,Sarasota County,294583
1996,12115,FL,Sarasota County,296924
1997,12115,FL,Sarasota County,300275
1998,12115,FL,Sarasota County,303341
1999,12115,FL,Sarasota County,306546
1990,12117,FL,Seminole County,291071
1991,12117,FL,Seminole County,301319
1992,12117,FL,Seminole County,309231
1993,12117,FL,Seminole County,316405
1994,12117,FL,Seminole County,323883
1995,12117,FL,Seminole County,329700
1996,12117,FL,Seminole County,335641
1997,12117,FL,Seminole County,343561
1998,12117,FL,Seminole County,350489
1999,12117,FL,Seminole County,357390
1990,12119,FL,Sumter County,31728
1991,12119,FL,Sumter County,32079
1992,12119,FL,Sumter County,32380
1993,12119,FL,Sumter County,32668
1994,12119,FL,Sumter County,33328
1995,12119,FL,Sumter County,34771
1996,12119,FL,Sumter County,38054
1997,12119,FL,Sumter County,40473
1998,12119,FL,Sumter County,41524
1999,12119,FL,Sumter County,42754
1990,12121,FL,Suwannee County,26899
1991,12121,FL,Suwannee County,27665
1992,12121,FL,Suwannee County,28217
1993,12121,FL,Suwannee County,28919
1994,12121,FL,Suwannee County,29450
1995,12121,FL,Suwannee County,29872
1996,12121,FL,Suwannee County,30965
1997,12121,FL,Suwannee County,31843
1998,12121,FL,Suwannee County,32496
1999,12121,FL,Suwannee County,32972
1990,12123,FL,Taylor County,17159
1991,12123,FL,Taylor County,17358
1992,12123,FL,Taylor County,17276
1993,12123,FL,Taylor County,17216
1994,12123,FL,Taylor County,17320
1995,12123,FL,Taylor County,17911
1996,12123,FL,Taylor County,18641
1997,12123,FL,Taylor County,18670
1998,12123,FL,Taylor County,18873
1999,12123,FL,Taylor County,19049
1990,12125,FL,Union County,10281
1991,12125,FL,Union County,11269
1992,12125,FL,Union County,11327
1993,12125,FL,Union County,11761
1994,12125,FL,Union County,12293
1995,12125,FL,Union County,12180
1996,12125,FL,Union County,12355
1997,12125,FL,Union County,12441
1998,12125,FL,Union County,12548
1999,12125,FL,Union County,12720
1990,12127,FL,Volusia County,373909
1991,12127,FL,Volusia County,382565
1992,12127,FL,Volusia County,389389
1993,12127,FL,Volusia County,395675
1994,12127,FL,Volusia County,402219
1995,12127,FL,Volusia County,406609
1996,12127,FL,Volusia County,410328
1997,12127,FL,Volusia County,415851
1998,12127,FL,Volusia County,420668
1999,12127,FL,Volusia County,425601
1990,12129,FL,Wakulla County,14376
1991,12129,FL,Wakulla County,14863
1992,12129,FL,Wakulla County,15420
1993,12129,FL,Wakulla County,16115
1994,12129,FL,Wakulla County,16679
1995,12129,FL,Wakulla County,17339
1996,12129,FL,Wakulla County,17960
1997,12129,FL,Wakulla County,18421
1998,12129,FL,Wakulla County,18613
1999,12129,FL,Wakulla County,19179
1990,12131,FL,Walton County,27807
1991,12131,FL,Walton County,29529
1992,12131,FL,Walton County,30265
1993,12131,FL,Walton County,31148
1994,12131,FL,Walton County,32683
1995,12131,FL,Walton County,33866
1996,12131,FL,Walton County,35148
1997,12131,FL,Walton County,36589
1998,12131,FL,Walton County,37422
1999,12131,FL,Walton County,38124
1990,12133,FL,Washington County,16969
1991,12133,FL,Washington County,17218
1992,12133,FL,Washington County,17334
1993,12133,FL,Washington County,17779
1994,12133,FL,Washington County,17933
1995,12133,FL,Washington County,18915
1996,12133,FL,Washington County,19727
1997,12133,FL,Washington County,20246
1998,12133,FL,Washington County,20239
1999,12133,FL,Washington County,20614
1990,13001,GA,Appling County,15758
1991,13001,GA,Appling County,15935
1992,13001,GA,Appling County,16018
1993,13001,GA,Appling County,16053
1994,13001,GA,Appling County,16038
1995,13001,GA,Appling County,16182
1996,13001,GA,Appling County,16294
1997,13001,GA,Appling County,16386
1998,13001,GA,Appling County,16547
1999,13001,GA,Appling County,16675
1990,13003,GA,Atkinson County,6216
1991,13003,GA,Atkinson County,6204
1992,13003,GA,Atkinson County,6265
1993,13003,GA,Atkinson County,6481
1994,13003,GA,Atkinson County,6588
1995,13003,GA,Atkinson County,6749
1996,13003,GA,Atkinson County,6959
1997,13003,GA,Atkinson County,7137
1998,13003,GA,Atkinson County,7158
1999,13003,GA,Atkinson County,7295
1990,13005,GA,Bacon County,9579
1991,13005,GA,Bacon County,9602
1992,13005,GA,Bacon County,9783
1993,13005,GA,Bacon County,10067
1994,13005,GA,Bacon County,10301
1995,13005,GA,Bacon County,10356
1996,13005,GA,Bacon County,10373
1997,13005,GA,Bacon County,10314
1998,13005,GA,Bacon County,10364
1999,13005,GA,Bacon County,10365
1990,13007,GA,Baker County,3606
1991,13007,GA,Baker County,3685
1992,13007,GA,Baker County,3622
1993,13007,GA,Baker County,3723
1994,13007,GA,Baker County,3684
1995,13007,GA,Baker County,3744
1996,13007,GA,Baker County,3693
1997,13007,GA,Baker County,3719
1998,13007,GA,Baker County,3627
1999,13007,GA,Baker County,3617
1990,13009,GA,Baldwin County,39567
1991,13009,GA,Baldwin County,39948
1992,13009,GA,Baldwin County,40344
1993,13009,GA,Baldwin County,40958
1994,13009,GA,Baldwin County,41050
1995,13009,GA,Baldwin County,41411
1996,13009,GA,Baldwin County,41660
1997,13009,GA,Baldwin County,41902
1998,13009,GA,Baldwin County,41883
1999,13009,GA,Baldwin County,42181
1990,13011,GA,Banks County,10360
1991,13011,GA,Banks County,10444
1992,13011,GA,Banks County,10686
1993,13011,GA,Banks County,10809
1994,13011,GA,Banks County,11020
1995,13011,GA,Banks County,11489
1996,13011,GA,Banks County,11867
1997,13011,GA,Banks County,12475
1998,13011,GA,Banks County,12821
1999,13011,GA,Banks County,13166
1990,13013,GA,Barrow County,30054
1991,13013,GA,Barrow County,31067
1992,13013,GA,Barrow County,32014
1993,13013,GA,Barrow County,33144
1994,13013,GA,Barrow County,34440
1995,13013,GA,Barrow County,35706
1996,13013,GA,Barrow County,37435
1997,13013,GA,Barrow County,38909
1998,13013,GA,Barrow County,40438
1999,13013,GA,Barrow County,41891
1990,13015,GA,Bartow County,56372
1991,13015,GA,Bartow County,58026
1992,13015,GA,Bartow County,59358
1993,13015,GA,Bartow County,59900
1994,13015,GA,Bartow County,61497
1995,13015,GA,Bartow County,63620
1996,13015,GA,Bartow County,66231
1997,13015,GA,Bartow County,69216
1998,13015,GA,Bartow County,71937
1999,13015,GA,Bartow County,74607
1990,13017,GA,Ben Hill County,16215
1991,13017,GA,Ben Hill County,16565
1992,13017,GA,Ben Hill County,16626
1993,13017,GA,Ben Hill County,16757
1994,13017,GA,Ben Hill County,17069
1995,13017,GA,Ben Hill County,17305
1996,13017,GA,Ben Hill County,17326
1997,13017,GA,Ben Hill County,17372
1998,13017,GA,Ben Hill County,17471
1999,13017,GA,Ben Hill County,17474
1990,13019,GA,Berrien County,14163
1991,13019,GA,Berrien County,14259
1992,13019,GA,Berrien County,14413
1993,13019,GA,Berrien County,14753
1994,13019,GA,Berrien County,15150
1995,13019,GA,Berrien County,15491
1996,13019,GA,Berrien County,15722
1997,13019,GA,Berrien County,15938
1998,13019,GA,Berrien County,16317
1999,13019,GA,Berrien County,16529
1990,13021,GA,Bibb County,150288
1991,13021,GA,Bibb County,151527
1992,13021,GA,Bibb County,152031
1993,13021,GA,Bibb County,153635
1994,13021,GA,Bibb County,154345
1995,13021,GA,Bibb County,154332
1996,13021,GA,Bibb County,155061
1997,13021,GA,Bibb County,156084
1998,13021,GA,Bibb County,155946
1999,13021,GA,Bibb County,155441
1990,13023,GA,Bleckley County,10456
1991,13023,GA,Bleckley County,10542
1992,13023,GA,Bleckley County,10577
1993,13023,GA,Bleckley County,10650
1994,13023,GA,Bleckley County,10733
1995,13023,GA,Bleckley County,10949
1996,13023,GA,Bleckley County,10892
1997,13023,GA,Bleckley County,11074
1998,13023,GA,Bleckley County,11157
1999,13023,GA,Bleckley County,11314
1990,13025,GA,Brantley County,11111
1991,13025,GA,Brantley County,11222
1992,13025,GA,Brantley County,11537
1993,13025,GA,Brantley County,11846
1994,13025,GA,Brantley County,12328
1995,13025,GA,Brantley County,12612
1996,13025,GA,Brantley County,12908
1997,13025,GA,Brantley County,13273
1998,13025,GA,Brantley County,13528
1999,13025,GA,Brantley County,13895
1990,13027,GA,Brooks County,15374
1991,13027,GA,Brooks County,15470
1992,13027,GA,Brooks County,15419
1993,13027,GA,Brooks County,15737
1994,13027,GA,Brooks County,15599
1995,13027,GA,Brooks County,15774
1996,13027,GA,Brooks County,15725
1997,13027,GA,Brooks County,15799
1998,13027,GA,Brooks County,15914
1999,13027,GA,Brooks County,16122
1990,13029,GA,Bryan County,15665
1991,13029,GA,Bryan County,16353
1992,13029,GA,Bryan County,17487
1993,13029,GA,Bryan County,18794
1994,13029,GA,Bryan County,19961
1995,13029,GA,Bryan County,21157
1996,13029,GA,Bryan County,22209
1997,13029,GA,Bryan County,23119
1998,13029,GA,Bryan County,23395
1999,13029,GA,Bryan County,24394
1990,13031,GA,Bulloch County,43317
1991,13031,GA,Bulloch County,44184
1992,13031,GA,Bulloch County,45340
1993,13031,GA,Bulloch County,46526
1994,13031,GA,Bulloch County,47666
1995,13031,GA,Bulloch County,48362
1996,13031,GA,Bulloch County,49236
1997,13031,GA,Bulloch County,49869
1998,13031,GA,Bulloch County,50554
1999,13031,GA,Bulloch County,50777
1990,13033,GA,Burke County,20540
1991,13033,GA,Burke County,20594
1992,13033,GA,Burke County,20951
1993,13033,GA,Burke County,21322
1994,13033,GA,Burke County,21481
1995,13033,GA,Burke County,21652
1996,13033,GA,Burke County,21846
